gene,logFC_limma,p_limma,FDR_limma,logFC_edgeR,p_edgeR,FDR_edgeR,agree_dir,mean_logFC,p_fisher,FDR_fisher
ENSG00000161714,2.3411140905839414,0.38082161685049526,0.8898429377474348,0.820543030533751,0.5708933489544374,0.9999988525496899,TRUE,1.5808285605588461,0.5491689585556977,0.6621230284404491
ENSG00000144681,2.4138925188864477,0.3819150707931031,0.8907738917104435,6.131872452011386,0.3327885505007037,0.9999988525496899,TRUE,4.272882485448917,0.38927321284364874,0.5406006267370567
ENSG00000108924,2.3440629730139655,0.38209404428394367,0.8907738917104435,6.024826102582646,0.3276871631788866,0.9999988525496899,TRUE,4.184444537798306,0.38536111706660214,0.5375640046865034
ENSG00000185736,-2.9908187705581066,0.3824406921219316,0.8907738917104435,-6.507550936581585,0.30307786610919374,0.9999988525496899,TRUE,-4.7491848535698455,0.3656877510913271,0.5222001398491226
ENSG00000189195,-1.026513251457691,0.3825497851043848,0.8907738917104435,0.12452172265601835,0.9095031113499557,0.9999988525496899,FALSE,-0.4509957644008363,0.7152587104408952,0.7777887683037966
ENSG00000166851,-3.0257160677175414,0.3827077377432714,0.8909862475746309,-6.597603407863919,0.2690393886018749,0.9999988525496899,TRUE,-4.81165973779073,0.3370386354811184,0.4988426218656162
ENSG00000286038,-2.143750904652747,0.3830019702172098,0.8911503503675647,-2.1581699977669095,0.39002653974521057,0.9999988525496899,TRUE,-2.150960451209828,0.43339227441738526,0.577856365889847
ENSG00000097096,-2.7683639949794974,0.3830436947272316,0.8911503503675647,-2.748112247159134,0.10102111536478392,0.9999988525496899,TRUE,-2.758238121069316,0.1645345070386992,0.3578640401077383
ENSG00000188026,-2.6433883364961965,0.3835200719908176,0.8911503503675647,-2.074616153384883,0.2174761951197478,0.9999988525496899,TRUE,-2.3590022449405397,0.29059063295309767,0.46551784042728245
ENSG00000127252,-2.4864243053693635,0.383770719847477,0.8911503503675647,-2.2186940523011227,0.34262157076397265,0.9999988525496899,TRUE,-2.352559178835243,0.39825633002263733,0.5482667838080906
ENSG00000102879,-3.0624000202186066,0.38400547691568016,0.8911503503675647,-4.491025555052601,0.07104790045802571,0.9999988525496899,TRUE,-3.7767127876356037,0.1255417101990611,0.325290112155488
ENSG00000126264,2.3984496045083636,0.3843423250973372,0.8911503503675647,2.445821101486826,0.37770681464466566,0.9999988525496899,TRUE,2.4221353529975946,0.425323817650736,0.570684249797573
ENSG00000171848,-2.9972958853110847,0.38457718297731464,0.8911503503675647,-3.563216514641422,0.17287652169492007,0.9999988525496899,TRUE,-3.2802561999762534,0.24670941713519903,0.4305241637836286
ENSG00000142733,-2.786846120533493,0.38472028469588687,0.8913275260362874,-1.1460765531233075,0.6166290723396939,0.9999988525496899,TRUE,-1.9664613368284003,0.5785383520084982,0.6822219410736501
